MASTER_SERIES_ID,TITLE,SEAMLESS_CODE,SEAMLESS_FLAG,SERIES_TYPE,CP_CD,MCP_CD,SERS_ENDBRD_YN,VIRTUAL_DVD_FLAG,RATING,ADULT_CATEGORY_ONLY,GENRE_MAIN,SUB_GENRE,GENRE_DISPLAY,ORIGIN_TITLE,ORIGIN_TITLE_LANG,DIRECTOR,WRITER_DISPLAY,ACTORS_DISPLAY,SEASON_NO,SUBTITLE_DUBBED,SUBTITLE_DUBBED_LANG,BROAD_CHANNEL,BROAD_DAY,APPLIED_SCREEN,COUNTRY_OF_ORIGIN,YEAR,MULTI_CAPTION_FLAG,MULTI_CAPTION_INFO,MULTI_AUDIO_FLAG,MULTI_AUDIO_INFO,DESCRIPTION,NOTICE_DESCRIPTION
90000000011591,약속의 네버랜드 2,1,Y,01,00274,00274,Y,N,5,N,040100,,1401,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
자유란, 이 얼마나 아름답고도 가혹한 것인지.. 그레이스 필드 하우스로부터 탈출한 15명의 아이들. ",
90000000011903,모백수 (상),1,Y,01,50007,50007,Y,N,4,N,030900,,1204,,4,"런하이야오,린젠롱,리우전밍",,"런쟈룬,장후이원,리이통",1,1,1,기타,월,"TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화~토요일에 업데이트 될 예정입니다.]
생명을 연장해주는 치유의 꽃 적화주를 차지한 용정풍의 딸 용획이 가문의 원수인 능허각 소",
90000000012062,너의 목소리가 보여 8,1,Y,01,40143,40143,N,N,4,N,050100,,1102,,,,,"김종국,유세윤,이특",1,,,Mnet,금,"TV,PHONE,PAD,PC",KOR,,N,,N,,"직업과 나이, 노래 실력을 숨긴 미스터리 싱어 그룹에서 얼굴과 몇 가지 단서만으로 실력자인지 음치인지 가리는 대반전 음악 추리쇼 프로그램",
90000000011598,나만 들어가는 숨겨진 던전,1,Y,01,00274,00274,Y,N,5,N,041000,,1402,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
욕구를 충족시켜 세계최강 스킬을 창작, 부여, 편집해라! 희귀한 아이템과 마물들이 도사리고 있는 ",
90000000011643,봉려구천 (상),1,Y,01,50007,50007,Y,N,4,N,031100,,1205,,4,류해파,,"진철원,이묵지",1,1,1,기타,목,"TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화요일~토요일에 업데이트 될 예정입니다.]
저나라 황후 요막심이 동생 요막완의 몸으로 영혼이 들어가 벌어지는 이야기.",
90000000011645,드래곤 퀘스트: 다이의 대모험 Part 2,1,Y,01,00118,00118,N,N,4,N,040100,,1401,,,,,,1,,,,수,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 수요일에 업데이트 됩니다.]
과거 마왕 하드라에 의해 고통받던 세계는 ‘용사’라고 불리던 한 명의 검사와 그 동료들의 손에 의",
90000000011646,"거미입니다만, 문제라도?",1,Y,01,00118,00118,N,N,4,N,041000,,1402,,,,,,1,,,,수,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 수요일에 업데이트 됩니다.]
아주 평범한 여고생이었던 주인공 ‘나’는, 졸지에 판타지 세계의 거미 마물로 환생하게 된다. 그 ",
90000000011323,인간극장 (21방영),0,N,01,00033,00033,N,N,1,N,060000,,1103,,,최재복,,,1,,,KBS1,"월,화,수,목,금","TV,PHONE,PAD",KOR,,N,,N,,드라마 같은 삶의 무대에 당신을 초대합니다. 보통 사람들의 특별한 이야기. 특별한 사람들의 평범한 이야기를 비롯한 치열한 삶의 바다에서 건져 올,
90000000011465,20-21 NBA Action,0,N,01,00270,00270,N,N,1,N,090500,,1803,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,2020-2021 NBA Action,
90000000011756,회복술사의 재시작,1,Y,01,00274,00274,N,N,5,N,041000,,1402,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
'치유'의 용사로서 각성해서 다른 용사들과 세계를 구하기 위해 모험을 떠난 소년 케얄. 하지만 전투",
90000000012130,봉려구천 (하),1,Y,01,50007,50007,Y,N,4,N,031100,,1205,,4,류해파,,"진철원,이묵지",1,1,1,기타,목,"TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화요일~토요일에 업데이트 될 예정입니다.]
저나라 황후 요막심이 동생 요막완의 몸으로 영혼이 들어가 벌어지는 이야기.",
90000000011647,에스케이 에이트 (SK8),1,Y,01,00118,00118,N,N,4,N,040100,,1401,,,,,,1,,,,수,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 수요일에 업데이트 됩니다.]
스케이트보드를 무척 좋아하는 고교 2학년생, 레키가 빠져 있는 것… 그것은 ‘S’. ‘S’는 폐쇄된 ",
90000000011649,논논비요리 논스톱,1,Y,01,00274,00274,N,N,3,N,040700,,1403,,,,,,1,,,,수,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 수요일에 업데이트 됩니다.]
아사히가오카 분교의 학생은 단 5명. 학년도 성격도 다르지만, 같이 야채를 기르고 벌레 잡기를 하거",
90000000011905,청춘 조소과,1,Y,01,00498,00498,Y,N,4,N,030600,,1206,,4,임연,,"송이인,등초원",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화~금요일에 업데이트 될 예정입니다.]
쉬안저우대학교 조소과 1학년 위안첸은 성적 때문에 포기한 유화과로 전과하는 것과 모태솔",
90000000011935,안싸우면 다행이야 (통큰),0,N,01,00034,00034,N,N,4,N,050100,,1102,,,"김명진,현정완",,"안정환,붐,문세윤",1,,,MBC,월,"TV,PHONE,PAD,PC",KOR,2020,N,,N,,"20년 찐 우정 안정환, 이영표가 무인도의 자연인과 살아보는 극한 생존기!",
90000000011944,마술사 오펜 뜻밖의 여행 킴라크편,1,Y,01,00274,00274,N,N,5,N,040100,,1401,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
이번 무대는 마술사 근절을 교의로 하는 킴라크교의 '성도' 킴라크. 오펜은 아자리와 결착을 짓기 위",
90000000011440,YTN 데일리 뉴스 (2021),0,N,01,50377,50377,N,N,1,N,140000,,9001,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,YTN 뉴스와 함께하는 각계의 주요 데일리 뉴스,
90000000011341,2021 최고의 요리비결,1,Y,01,00003,00003,N,N,1,N,060000,,1103,,,,,김동완,1,,,EBS,"월,화,수,목,금","TV,PHONE,PAD,PC",KOR,,N,,N,,"요리의 대가가 출연하여 평소에 즐겨먹는 장, 찌개, 김치 등 기본 음식의 제조비법을 체계적으로 알려주며, 주부가 TV만 보고도 따라서 할 수 있도록 체",
90000000011342,2021 딩동댕 유치원,1,Y,01,00003,00003,N,N,1,N,031600,,1301,,,,,,1,,,EBS,"월,화,수,목,금","TV,PHONE,PAD,PC",KOR,,N,,N,,"★EBS 키즈 월정액 신규 가입 시 1개월 무료!★ [업데이트 : 매주 화~토요일] 
매일 아침 또또리 숲으로 놀러오세요! 또또리 숲은 어른들의 눈에 잘 보이",
90000000011343,2021 모여라 딩동댕,1,Y,01,00003,00003,N,N,1,N,031600,,1301,,,,,,1,,,EBS,토,"TV,PHONE,PAD,PC",KOR,,N,,N,,"국내 유일의 어린이를 위한, 어린이에 의한, 어린이의 공개방송으로 어린이들의 눈높이에 맞는 공연내용으로 다양한 지식과 더불어 무한한 상상력과 ",
90000000011932,에도모아젤,1,Y,01,52482,52482,N,N,4,N,030700,030600,1203,,3,시오구치 타게시,,"오카타 유이,하야마 쇼노,마에다 고키,요시타니 아야코",1,1,1,기타,수,"TV,PHONE,PAD,PC",JPN,,N,,N,,"[본 시리즈는 매주 수요일에 업데이트 될 예정입니다.]
에도시대에서 타임슬립한 오이란(고급 유녀)과 레이와(현재 일본 연효) 프리터 청년과 시대를 ",
90000000012106,무민밸리 대소동,1,Y,01,54761,00239,Y,N,1,N,040300,040400,1402,,,,,,1,,,기타,월,"TV,PHONE,PAD,PC",GBR,2019,N,,N,,무민 가족과 친구들이 사는 무민 골짜기로 놀러 오세요. 숲속을 거닐며 자연과 함께 사는 이 골짜기에서 일어나는 신비로운 사건들과 따듯한 이웃들 ,
90000000012128,종결혼개시연애 (상),0,N,01,52261,52261,Y,N,4,N,030600,030500,1206,,4,쉬츠,,"저우위퉁,궁쥔,진쩌,우만스",1,1,1,기타,"월,금","TV,PHONE,PAD,PC",CHN,2020,N,,N,,"[본 시리즈는 매주 화~토요일에 업데이트 될 예정입니다.]
남자 친구도 없이 일에만 매달려 사는 서른살 루팡닝. 루밍 그룹 대표로서 능력을 인정받고 ",
90000000012131,연애 드라마 같은 사랑을 하고 싶어 시즌 2,1,Y,01,52482,52482,N,N,4,N,030500,030600,1203,,3,후지타 신이치,,"카논,쿠마키 리쿠토,사토 미케라,사부리 마유나",1,1,1,기타,수,"TV,PHONE,PAD,PC",JPN,,N,,N,,"[본 시리즈는 매주 수요일에 업데이트 될 예정입니다.]
8명의 젊은 배우들이 연애 드라마를 촬영하면서 실제 사랑을 하는, ""어른들의 연애"" 리얼리티 쇼",
90000000012141,와일드 와일드 퀴즈,1,Y,01,52341,52341,N,N,4,N,050100,,1102,,,"유창섭,김종무,민사연,김진아","유진영,권지연,김미애","이수근,박세리,양세찬,이진호,이혜성",1,,,기타,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"언택트 시대에 새로운 '야생 예능'이 등장했다! 고립속에서 펼쳐지는 생존 퀴즈 버라이어티! 맞히면 먹고, 못 맞히면 굶는다. 답답한 도시를 벗어나 신",
90000000011483,우리집 유치원 시즌 4,1,Y,01,00003,00003,N,N,1,N,031600,,1301,,,,,,1,,,EBS,"월,화,수,목","TV,PHONE,PAD,PC",KOR,,N,,N,,"★EBS 키즈 월정액 신규 가입 시 1개월 무료!★ [업데이트 : 매주 화~금요일] <우리집 음악회>, <우리집 탐정소>, <우리집 식탁>, <우리집 놀이터> 등을 통해",
90000000011650,가면라이더 제로원 (상),1,Y,01,00313,00313,Y,N,3,N,040100,,1401,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
AI 로봇이 실용화된 세계를 무대로, 인공지능 기술을 둘러싼 싸움에 맞서는 가면라이더의 이야기
(1화",
90000000012148,[소장용] 콜 유어 마더,1,Y,01,00043,00043,N,Y,4,N,030500,030700,1201,Call Your Mother,2,파멜라 프라이맨,,"카이라 세드윅,조이 브래그",1,1,1,기타,목,"TV,PHONE,PAD,PC",USA,,N,,N,,"[본 시리즈는 매주 목요일에 업데이트 될 예정입니다.] 
아들 프레디와 나흘째 연락이 닿지 않자 걱정되는 마음에 바로 LA 달려간 진. 하지만 프레디와 ",
90000000012206,서검은구록 2002 (상),1,Y,01,00498,00498,Y,N,4,N,030900,,1204,,4,"위한동,황위명",,"조문탁,소영하",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,2002,N,,N,,"[본 시리즈는 매주 화~금요일에 업데이트 될 예정입니다.]
‘반청복명’을 목적으로 한 조직 홍화회의 우만정이 분뢰수 문태래와 함께 밤에 조정 궁에 ",
90000000011945,로그 호라이즌 원탁붕괴,1,Y,01,50005,50005,N,N,4,N,041000,,1402,,,,,,1,,,,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
어느 날 갑자기, 인기 온라인 게임 '엘더테일'의 세계에 수만 명의 플레이어인 '모험자'들이 갇히고 ",
90000000010968,벌거벗은 세계사,1,Y,01,00344,00344,Y,N,4,N,050100,,1102,,,,,"은지원,존박,이혜성",1,,,tvN,토,"TV,PHONE,PAD,PC",KOR,,N,,N,,"전 세계 곳곳을 온택트로 둘러보며 각 나라의 명소를 살펴보고, 다양한 관점에서 우리가 몰랐던 세계의 역사를 파헤치는 프로그램",
90000000012265,모백수 (하),1,Y,01,50007,50007,Y,N,4,N,030900,,1204,,4,"런하이야오,린젠롱,리우전밍",,"런쟈룬,장후이원,리이통",1,1,1,기타,월,"TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화~토요일에 업데이트 될 예정입니다.]
생명을 연장해주는 치유의 꽃 적화주를 차지한 용정풍의 딸 용획이 가문의 원수인 능허각 소",
90000000012266,너와 세계가 끝나는 날에 시즌 1,1,Y,01,52482,52482,N,N,4,N,030100,030500,1203,,3,"스가와라 신타로,나카쿠키 츠요시,쿠",,"타케우치 료마,나카죠 아야미,카사마츠 쇼,이토요 마리에",1,1,1,기타,수,"TV,PHONE,PAD,PC",JPN,,N,,N,,"[본 시리즈는 매주 수요일에 업데이트 될 예정입니다.]
청혼을 준비하던 주인공은 불행하게도 터널 붕괴 사고에 휘말리게 되고 가까스로 목숨을 건진",
90000000011836,밥이 되어라 (통큰),0,N,01,00034,00034,N,N,4,N,030500,,1101,,,백호민,하청옥,"정우연,재희,권혁,강다현,조한준",1,,,MBC,"월,화,수,목,금","TV,PHONE,PAD,PC",KOR,,N,,N,,정통 궁중요리 대가의 비법 손맛을 타고난 '영신'과 그녀를 둘러싼 주변 사람들의 갈등과 성장을 그린 드라마,
90000000012300,펜트하우스2,0,N,01,00002,00002,N,N,4,N,030500,,1101,,,주동민,김순옥,"유진,김소연,엄기준,신은경,봉태규,윤종훈,박은석,윤주희",1,,,SBS,"금,토","TV,PHONE,PAD",KOR,,N,,N,,"채워질 수 없는 일그러진 욕망으로 집값 1번지, 교육 1번지에서 벌이는 서스펜스 복수극! 자식을 지키기 위해 악녀가 될 수밖에 없었던 여자들의 연대",
90000000011936,쇼! 음악중심 (통큰),0,N,01,00034,00034,N,N,4,N,050100,,1102,,,최행호,,"찬희,현진,김민주",1,,,MBC,토,"TV,PHONE,PAD,PC",KOR,,N,,N,,"토요일 오후를 책임지는 음악의 힘! 대한민국 음악의 중심~ 기존의 음악 프로그램과 차별화된 신선하고 다양한 무대를 통해 시청자와 함께 듣고, 보고,",
90000000013487,견자단의 정무문 (하),1,Y,01,00498,00498,N,N,4,N,030900,,1204,,4,진목승,,"견자단,만기문",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~목요일에 업데이트 됩니다.]
1910년 영국의 침략을 받은 중국에서 활약하는 무술인들의 이야기.",
90000000013304,귀취등 : 사라진 고성,1,Y,01,00498,00498,N,N,4,N,031300,,1206,,4,"공생,손묵룡,주유",,"근동,진교은",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,2016,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~금요일에 업데이트 됩니다.]
후바이와 뚱보(왕카이쉬안)는 골동품을 주워 비싸게 팔 요령으로 뉴신산에 돌",
90000000013500,레슨 팩토리 3,1,Y,01,00524,00524,Y,N,1,N,090700,,1807,,,,,,3,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,레슨 팩토리 3,
90000000013480,티디 율동동요,1,Y,01,51123,51123,Y,N,1,N,041601,041601,1302,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,"티디 율동동요! 어깨 으쓱으쓱 흥겹게 율동하며 동요를 함께 불러요.
(1화를 무료로 감상하세요!)",
90000000013481,탄탄시리즈 딸기풀이 수학동화: 규칙성,1,Y,01,50427,50427,Y,N,1,N,041600,041602,1301,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,"딸딸 외우지 않아도 기억이 솟아나 풀이가 되는 <딸기풀이 수학동화> 생활 속에서 반복되는 숫자를 통해 수학적 개념을 익히고, 재미있는 수학 놀이로 ",
90000000013461,명탐정 코난 8기 (더빙) Part 1,1,Y,01,00134,00134,Y,N,3,N,041000,,1402,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 업데이트 완료되었습니다.]
고등학생 명탐정인 남도일은 미란과 함께 유원지로 놀러 간다. 남도일은 그곳에서 의혹의 조직들이 거래하",
90000000013410,에이지 비포 뷰티,1,Y,01,50083,50083,Y,N,4,N,030500,030700,1202,Age Before Beauty,2,풀 워커,,"아미르 엘 마스리,이사벨라 길,롭슨 그린",1,1,1,기타,목,"TV,PHONE,PAD,PC",GBR,,N,,N,,"[본 시리즈는 업데이트 완료되었습니다.]
가족 소유의 미용실을 운영하는 매력적인 캐릭터들을 중심으로 이 시리즈는 살롱의 몰락을 피하기 위해 애쓰",
90000000013087,봉귀사시가 (상),1,Y,01,50175,50175,Y,N,3,N,031100,030600,1205,,4,손개개,,"허아정,진정가,장혁",1,1,1,기타,월,"TV,PHONE,PAD,PC",CHN,2019,N,,N,,"[본 시리즈는 업데이트 완료되었습니다.]
사랑스럽고 자유로운 영혼을 소유한 문소금이 황제 욱왕을 만나 겪게 되는 역경 속에서 서로를 지키며 나라",
90000000013340,위대한 세기 시즌 3 (하),1,Y,01,53441,00239,N,N,4,N,031100,031100,1207,Magnificent Century,,"야무르 타일란,두룰 타일란",,"할리트 에르겐치,메리엠 우젤리,오칸 얄라브크",1,,,기타,"월,화","TV,PHONE,PAD,PC",,2012,N,,N,,"[매주 화-수 업데이트 예정입니다.]
16세기의 오스만 제국을 배경으로 오스만 제국의 10대 술탄인 '술레이만 1세'와 전쟁 포로 출신의 노예에서 오스만 ",
90000000013425,바다마켓,1,Y,01,00469,00469,N,N,3,N,050100,,1102,,,,,"신현준,오세득,윤보미,혜린",1,,,채널A,토,"TV,PHONE,PAD,PC",KOR,,N,,N,,바다마켓,
90000000013122,망황기 (상),1,Y,01,50281,00239,N,N,4,N,031100,,1205,,,황조권,,"류카이웨이,왕오우,진역비,장준녕",1,,,기타,"월,화,수,목,금","TV,PHONE,PAD,PC",CHN,2018,N,,N,,"[매주 월-금 업데이트 예정입니다.]
타고난 무공의 재능을 가진 기녕은 기씨 부족이 멸족당하자 가족과 주변 사람들을 지키기 위해 강해져야만 했다. ",
90000000013106,우당탕탕 은하안전단,1,Y,01,55403,55403,N,N,1,N,041610,,1307,,,박일호,,,1,,,EBS,"목,금","TV,PHONE,PAD,PC",KOR,2021,N,,N,,"우주의 안전을 지키는 은하안전단! 그러나, 주인공인 '철수'와 철수네 팀원들은 안전 배지를 하나도 받지 못한 은하 안전단의 꼴찌 팀이었다. 이에 실",
90000000013107,로켓걸의 서유기 모험,1,Y,01,50356,50356,N,N,1,N,041600,,1301,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,어느 날 느닷없이 메트로 시티에 출몰해 말썽을 피우는 손오공을 제압하기 위해 로켓걸이 출동합니다. 과연 손오공과 슈퍼 히어로 로켓걸의 만남은 어,
90000000013167,서검은구록 2002 (하),1,Y,01,00498,00498,N,N,4,N,030900,,1204,,4,"위한동,황위명",,"조문탁,소영하",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,2002,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~목요일에 업데이트 됩니다.]
‘반청복명’을 목적으로 한 조직 홍화회의 우만정이 분뢰수 문태래와 함께 밤",
90000000013084,러브 인 체인 (상),1,Y,01,51921,00239,N,N,4,N,030600,030600,1207,,,펠릭스 게르치코프,,"카테리나 코발추크,올렉세이 야로벤코,미하일로 하프릴로프",1,,,기타,"월,화,수,목,금","TV,PHONE,PAD,PC",,2019,N,,N,,"[매주 화-토 업데이트 예정입니다.]
19세기 말, 농노로 태어났지만, 대모의 보호 아래 귀족처럼 교육받은 카테리나는 아름답고 영민하며 외국어와 피아",
90000000013449,뽀뽀뽀 친구친구 1,1,Y,01,55403,55403,Y,N,1,N,031610,041611,1307,,,,,,1,,,MBC,"월,화","TV,PHONE,PAD,PC",KOR,2020,N,,N,,"몸 튼튼 마음 튼튼, 대한민국 어린이를 건강하게 길러내자! 2020년 <MBC 뽀뽀뽀 친구친구>는 대한민국 어린이들의 친구가 되어 마음을 다독이고, 어린이",
90000000013302,견자단의 정무문 (상),1,Y,01,00498,00498,N,N,4,N,030900,,1204,,4,진목승,,"견자단,만기문",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,,N,,N,,"[본 시리즈는 매주 화~금요일에 업데이트 될 예정입니다.]
1910년 영국의 침략을 받은 중국에서 활약하는 무술인들의 이야기.",
90000000013323,(웹드) 썸머가이즈,0,N,01,55341,55341,N,N,4,N,010500,,9001,썸머가이즈,,허찬,육시몬,"이정신,권현빈,이정식,강미나,임나영",1,,,,,"TV,PHONE,PAD,PC",KOR,2020,N,,N,,나를 망치러온 나의 구원자 새끼들! 제주 해변 초호화 리조트 옆 낡아빠진 칵테일bar ‘펠롱. 사장이자 유일한 바텐더인 오진달래가 근근이 영업을 이,
90000000013446,영역 (상),1,Y,01,52261,52261,N,N,4,N,030900,,1204,,4,왕샤오훼,,"판청청,청샤오,녜쯔하오,류이퉁",1,1,1,기타,월,"TV,PHONE,PAD,PC",CHN,2021,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~금요일에 업데이트 됩니다.]
기억을 잃은 소년이 죽마고우들과 함께 숨겨진 진실을 밝히기 위해 모험을 떠",
90000000013116,ENHYPEN and HI S2,1,Y,01,40143,40143,N,N,3,N,050100,,1102,,,,,ENHYPEN,1,,,Mnet,수,"TV,PHONE,PAD,PC",KOR,,N,,N,,성공적인 데뷔 이후 ENHYEPN의 한층 성숙해진 마음가짐과 서로를 더욱 아끼고 배려하는 멤버들의 모습을 담은 프로그램,
90000000013144,삼시보TV 시보의 열다섯개 마법진,1,Y,01,50427,50427,Y,N,3,N,040700,,1403,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 업데이트 완료되었습니다.]
그림그리는 크리에이터 <삼시보> 직접 그린 애니메이션과 개성 넘치는 그림 세상으로 함께 가요!
(1화 무료,",
90000000013344,대진제국 4 : 대진부 (중),1,Y,01,00498,00498,N,N,4,N,031100,,1205,,4,"고기면,류영도,강룡,연예",,"장로일,단혁굉,이내문",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,2020,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~목요일에 업데이트 됩니다.] 
전국시대 후기, 강력한 진나라를 이룩한 소양왕의 사후, 뒤를 이은 효문왕마저",
90000000013375,유비 (상),1,Y,01,00498,00498,N,N,4,N,030900,,1204,,4,오금원,,"조려영,왕이보",1,1,1,기타,"월,화,수,목","TV,PHONE,PAD,PC",CHN,2020,N,,N,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~목요일에 업데이트 됩니다.]
여러 해 전 강호에서 난이 일어나자, 일대의 협객인 리후이가 비적의 명을 받들",
90000000013262,강철부대,1,Y,01,52341,52341,N,N,4,N,050100,,1102,,,"유창섭,김도형,장시원,이원웅,신재호","강숙경,안석찬,박민경","김성주,김희철,장동민,김동현,츄,최영재",1,,,기타,화,"TV,PHONE,PAD,PC",KOR,,N,,N,,"대한민국 최강 중의 최강, 단 하나의 특수부대는 어디일까? 드디어 그 명성의 진위가 가려진다! 세계 군사력 6위 대한민국. 최강을 자부하는 특수부대",
90000000013372,1등 미디어 시즌 5,1,Y,01,00134,00134,Y,N,4,N,040700,,1403,,,,,,1,,,,,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 업데이트 완료되었습니다.]
신개념 고품격 개그꽁트 문과이과~! 엉뚱한 문과 1등 이과 1등이 보는 세상에 대한 새로운 시각~! 웃다보면 ",
90000000013440,속아도 꿈결,0,N,01,00033,00033,N,N,4,N,030500,,1101,,,김정규,여명재,"최정우,박준금,류진,박탐희,임형준,윤해영,왕지혜,함은정,박재정",1,,,KBS1,"월,화,수,목,금","TV,PHONE,PAD",KOR,,N,,N,,다른 문화의 두 집안이 부모의 황혼 재혼으로 만나 하나의 가족이 되어가는 이야기,
90000000013450,뽀뽀뽀 친구친구 2,1,Y,01,55403,55403,Y,N,1,N,031610,,1307,,,,,,1,,,MBC,"월,화","TV,PHONE,PAD,PC",KOR,2020,N,,N,,"몸 튼튼 마음 튼튼, 대한민국 어린이를 건강하게 길러내자! 2020년 <MBC 뽀뽀뽀 친구친구>는 대한민국 어린이들의 친구가 되어 마음을 다독이고, 어린이",
90000000013090,태고신왕,1,Y,01,00152,00152,N,N,4,N,030500,,1101,,,,,"성일륜,왕즈원,향좌,탕징메이,천멍치,린청,황해빙",1,,,tvN,"월,화,수,목,금","TV,PHONE,PAD,PC",KOR,2021,N,,N,,진씨 가문은 세력 확장을 꿈꾼 엽씨 가문과 이에 결탁한 백씨 가문의 모함으로 멸문지화를 당하게 된다. 진문천은 목숨을 부지하기 위해 몸을 숨기던 ,
90000000013308,나빌레라,1,Y,01,00344,00344,N,N,4,N,030500,,1101,,,,,"박인환,송강,나문희,홍승희,조성하,정해균,신은정",1,,,tvN,"월,화","TV,PHONE,PAD,PC",KOR,,N,,N,,나이 일흔에 발레를 시작한 덕출과 스물셋 꿈 앞에서 방황하는 발레리노 채록의 성장 드라마,
90000000013113,옆자리 괴물군 (자막),1,Y,01,50427,50427,N,N,4,N,041500,,1404,,,,,,1,,,,금,"TV,PHONE,PAD,PC",KOR,,N,,N,,"[해당 시리즈는 매주 금요일에 업데이트 됩니다.]
옆자리의 요시다 하루는 입학 첫날 유혈 사태를 일으킨 이후, 한 번도 학교에 나오지 않고 있다. 선생",
90000000013303,봉귀사시가 (하),1,Y,01,50175,50175,Y,N,3,N,031100,030600,1205,,4,손개개,,"허아정,진정가,장혁",1,1,1,기타,월,"TV,PHONE,PAD,PC",CHN,2019,N,,N,,"[본 시리즈는 업데이트 완료되었습니다.]
사랑스럽고 자유로운 영혼을 소유한 문소금이 황제 욱왕을 만나 겪게 되는 역경 속에서 서로를 지키며 나라",
80000000012069,물고기,0,N,02,50056,50056,Y,N,4,N,010500,,1003,,,박홍민,,"이장훈,김선빈,최소은,박노식,권용환",,,,,,"TV,PHONE,PAD,PC",,,N,,N,,갑자기 사라진 아내 지연을 찾기 위해 흥신소에 의뢰한 전혁. 아내가 무당이 되어 섬에서 지내고 있다는 말에 그녀를 찾으러 가면서 이해할 수 없는 일,
81000000008821,크리스마스 악몽,0,N,02,00075,00075,Y,N,1,N,020700,020800,1010,Tim Burton's The Nightmare Before Christmas,,헨리 셀릭,,"대니 엘프만,크리스 서랜던",,,,,,"TV,PHONE,PAD,PC",USA,1993,N,,N,,"할로윈 마을의 해골인형 잭은 크리스마스 마을을 발견하고 산타가 되겠다는 야망을 품고, 잭을 짝사랑하는 누더기 인형 샐리는 걱정스럽기만 하다. 할",
90000000012646,드림빌더,0,N,02,00164,00164,Y,N,1,N,011300,010400,1007,,,킴 하겐 젠슨,,"에밀리에 크로이어 코펠,마틴 부치,라스무스 보토프트",,,,,,"TV,PHONE,PAD,PC",,,N,,N,,"내 꿈을 만드는 누군가가 있다? 자상한 아빠, 귀여운 햄스터 비고와 행복한 나날을 보내던 미나는 새로운 가족 제니의 등장으로 비고를 잃을 위기에 처",
90000000013380,해피 투게더 (리마스터링),0,N,02,54044,00239,Y,N,4,N,010500,,1003,,,왕가위,,"장국영,양조위,장첸",,,,,,"TV,PHONE,PAD,PC",HKG,1997,N,,N,,'보영'과 '아휘'는 홍콩을 떠나 지구 반대편 부에노스아이레스에 왔다. 이과수 폭포를 찾아가던 중 두 사람은 사소한 다툼 끝에 이별한다. 얼마 후 상처,
